DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 195.58 144 37 127 b_quark 0 4.18 186.868 -141 -45 -114
W+ 1 80.4 144.351 36 -114 -9 W- 1 80.4 182.335 -131 90 39
b_quark 0 4.18 211.93 56 144 145 b_quark 0 4.18 162.962 -57 -121 -93
b_quark 0 4.18 129.288 -41 109 -56 b_quark 0 4.18 186.768 92 -151 60
b_quark 0 4.18 107.058 32 -84 58 b_quark 0 4.18 117.535 20 74 -89
tau+ 0 1.78 139.758 -111 -58 -62 tau- 0 1.78 189.626 155 83 71
b_quark 0 4.18 36.2557 -33 12 -8 b_quark 0 4.18 92.2956 62 39 56
tau+ 0 1.78 205.23 -150 4 -140 tau- 0 1.78 208.948 146 -32 146
b_quark 0 4.18 135.803 -96 80 53 b_quark 0 4.18 131.524 72 -71 -84
tau+ 0 1.78 128.519 77 -91 48 tau- 0 1.78 125.161 -38 23 -117
b_quark 0 4.18 83.9194 -29 -10 78 b_quark 0 4.18 134.623 -45 41 -120
b_quark 0 4.18 159.366 120 -42 -96 b_quark 0 4.18 69.8174 -41 26 50
W+ 1 80.4 197.555 -36 -122 -128 W- 1 80.4 200.422 110 94 113
b_quark 0 4.18 165.977 -73 -149 1 b_quark 0 4.18 239.306 -15 228 -71
W+ 1 80.4 98.8391 -54 17 10 W- 1 80.4 93.8518 -18 16 -42
b_quark 0 4.18 158.498 8 -148 56 b_quark 0 4.18 219.286 31 208 -62
W+ 1 80.4 211.568 -9 146 -130 W- 1 80.4 287.155 -12 -153 229
b_quark 0 4.18 183.081 -101 -130 80 b_quark 0 4.18 184.725 181 33 16
b_quark 0 4.18 221.69 -140 -123 -120 b_quark 0 4.18 238.988 177 115 112
b_quark 0 4.18 117.9 79 71 -51 b_quark 0 4.18 59.3841 -58 -1 -12
Z 1 91.2 154.536 -14 -38 -118 Z 1 91.2 180.068 1 65 141
b_quark 0 4.18 30.6508 9 -21 -20 b_quark 0 4.18 94.9867 -67 40 54
W+ 1 80.4 165.234 -85 83 -82 W- 1 80.4 118.398 77 -20 35
b_quark 0 4.18 120.878 12 -71 -97 b_quark 0 4.18 225.704 82 115 176
b_quark 0 4.18 80.3148 18 -75 22 b_quark 0 4.18 169.58 -44 148 70
Z 1 91.2 194.896 49 79 145 Z 1 91.2 272.541 -109 -152 -176
b_quark 0 4.18 94.2893 -81 14 -46 b_quark 0 4.18 138.548 119 -61 -36
b_quark 0 4.18 160.432 56 -43 -144 b_quark 0 4.18 81.7097 17 -49 63
b_quark 0 4.18 102.779 -36 -95 -15 b_quark 0 4.18 93.6508 -56 24 -71
b_quark 0 4.18 168.504 -86 84 118 b_quark 0 4.18 222.12 142 -40 -166
b_quark 0 4.18 154.349 -134 69 -33 b_quark 0 4.18 147.863 41 -142 -1
b_quark 0 4.18 140.881 110 -83 29 b_quark 0 4.18 213.966 -188 58 -84
b_quark 0 4.18 150.673 102 -20 109 b_quark 0 4.18 41.695 -28 -19 -24
Z 1 91.2 146.542 6 95 64 Z 1 91.2 175.053 -82 -31 -121
b_quark 0 4.18 167.772 125 -69 88 b_quark 0 4.18 229.631 -134 94 -161
b_quark 0 4.18 101.422 13 74 -68 b_quark 0 4.18 167.208 71 20 150
b_quark 0 4.18 128.271 36 86 -88 b_quark 0 4.18 149.661 -85 -84 90
b_quark 0 4.18 136.027 -91 -101 -2 b_quark 0 4.18 146.258 30 107 -95
tau+ 0 1.78 108.688 32 -65 -81 tau- 0 1.78 228.596 -125 158 108
b_quark 0 4.18 95.176 -70 -54 -35 b_quark 0 4.18 173.348 96 100 104
W+ 1 80.4 199.287 -51 -137 109 W- 1 80.4 181.816 117 102 -50
b_quark 0 4.18 197.726 -97 -130 113 b_quark 0 4.18 308.46 180 171 -183
b_quark 0 4.18 232.292 -137 127 -138 b_quark 0 4.18 254.483 158 -192 54
b_quark 0 4.18 139.332 96 -98 -24 b_quark 0 4.18 198.642 -152 124 -31
b_quark 0 4.18 166.098 -111 119 -33 b_quark 0 4.18 219.143 50 -191 95
b_quark 0 4.18 174.062 -114 -128 30 b_quark 0 4.18 206.542 41 200 31
b_quark 0 4.18 189.067 -127 0 -140 b_quark 0 4.18 131.683 31 81 99
W+ 1 80.4 130.396 -59 83 -13 W- 1 80.4 161.028 124 -29 57
b_quark 0 4.18 201.155 -65 -139 130 b_quark 0 4.18 212.008 -20 167 -129
b_quark 0 4.18 38.3076 -35 12 9 b_quark 0 4.18 146.668 -53 -102 91
W+ 1 80.4 171.468 -119 90 -26 W- 1 80.4 173.269 94 9 121
b_quark 0 4.18 61.3064 11 -58 16 b_quark 0 4.18 122.46 37 113 29
b_quark 0 4.18 74.2864 64 37 6 b_quark 0 4.18 110.741 -86 -67 -19
b_quark 0 4.18 164.859 101 -128 -24 b_quark 0 4.18 214.008 -118 177 -23
b_quark 0 4.18 142.36 -48 67 116 b_quark 0 4.18 155.649 -38 -83 -126
b_quark 0 4.18 138.244 130 -13 45 b_quark 0 4.18 226.297 -162 82 -135
b_quark 0 4.18 111.913 -25 -109 1 b_quark 0 4.18 105.116 94 36 30
b_quark 0 4.18 135.02 71 86 -76 b_quark 0 4.18 188.094 -64 -45 171
W+ 1 80.4 205.906 -96 86 139 W- 1 80.4 223.987 111 -152 -91
b_quark 0 4.18 111.729 -36 89 57 b_quark 0 4.18 21.8053 -3 -20 -7
b_quark 0 4.18 134.188 -78 33 104 b_quark 0 4.18 104.434 36 -88 -43
b_quark 0 4.18 143.904 -101 -17 -101 b_quark 0 4.18 191.999 118 91 121
W+ 1 80.4 141.341 -96 -61 24 W- 1 80.4 161.648 60 125 -21
b_quark 0 4.18 174.569 -144 64 -75 b_quark 0 4.18 149.544 104 -107 -9
W+ 1 80.4 104.006 -59 14 26 W- 1 80.4 114.25 51 -12 -62
b_quark 0 4.18 181.283 -111 -142 19 b_quark 0 4.18 133.834 37 118 51
b_quark 0 4.18 161.727 61 -144 -41 b_quark 0 4.18 216.101 -144 161 5
b_quark 0 4.18 184.907 10 -128 -133 b_quark 0 4.18 84.2762 46 37 60
W+ 1 80.4 233.105 103 137 136 W- 1 80.4 225.595 -67 -48 -194
b_quark 0 4.18 88.5408 69 6 -55 b_quark 0 4.18 161.884 -72 -29 142
b_quark 0 4.18 148.16 -30 145 3 b_quark 0 4.18 80.3957 -19 -78 1
tau+ 0 1.78 220.926 138 95 144 tau- 0 1.78 213.392 -84 -146 -131
b_quark 0 4.18 167.844 72 113 -101 b_quark 0 4.18 88.292 -28 -37 75
W+ 1 80.4 151.282 82 17 97 W- 1 80.4 253.656 -129 -60 -194
b_quark 0 4.18 164.413 -67 -94 -117 b_quark 0 4.18 262.556 111 119 206
b_quark 0 4.18 208.697 141 34 150 b_quark 0 4.18 218.063 -45 -122 -175
tau+ 0 1.78 157.424 1 -127 93 tau- 0 1.78 187.212 -38 135 -124
b_quark 0 4.18 115.406 -81 46 -68 b_quark 0 4.18 196.391 114 -110 116
b_quark 0 4.18 183.111 -128 -102 82 b_quark 0 4.18 93.5921 67 38 -53
b_quark 0 4.18 153.92 99 108 -47 b_quark 0 4.18 132.437 -81 -31 100
b_quark 0 4.18 39.5155 -8 -34 18 b_quark 0 4.18 76.5602 52 46 32
b_quark 0 4.18 209.753 -125 115 123 b_quark 0 4.18 244.742 96 -52 -219
b_quark 0 4.18 154.297 -50 143 -29 b_quark 0 4.18 161.206 -5 -104 123
b_quark 0 4.18 104.074 -83 26 -57 b_quark 0 4.18 100.332 80 -60 -7
W+ 1 80.4 86.2158 -13 4 -28 W- 1 80.4 119.403 44 -76 9
b_quark 0 4.18 177.76 -102 21 -144 b_quark 0 4.18 151.521 62 -91 104
b_quark 0 4.18 128.419 -87 -84 43 b_quark 0 4.18 128.757 6 118 -51
b_quark 0 4.18 155.043 81 84 -102 b_quark 0 4.18 158.236 -36 -35 150
b_quark 0 4.18 146.268 -70 114 -59 b_quark 0 4.18 244.237 109 -208 67
b_quark 0 4.18 137.737 -52 -55 -115 b_quark 0 4.18 150.278 121 -2 89
b_quark 0 4.18 181.054 -149 19 -101 b_quark 0 4.18 271.666 214 -10 167
b_quark 0 4.18 52.806 19 27 41 b_quark 0 4.18 161.977 -69 73 -127
b_quark 0 4.18 162.451 64 146 -31 b_quark 0 4.18 144.774 -95 -109 -6
b_quark 0 4.18 128.365 22 10 -126 b_quark 0 4.18 129.921 -42 67 103
tau+ 0 1.78 171.141 -131 -85 70 tau- 0 1.78 270.984 216 162 23
b_quark 0 4.18 209.281 -137 134 -84 b_quark 0 4.18 281.689 197 -201 11
tau+ 0 1.78 86.7881 -27 80 20 tau- 0 1.78 80.828 28 -75 11
b_quark 0 4.18 125.946 -34 -120 -17 b_quark 0 4.18 184.452 110 148 1
b_quark 0 4.18 58.5446 15 7 -56 b_quark 0 4.18 88.6029 -68 -53 -20
b_quark 0 4.18 147.168 140 4 -45 b_quark 0 4.18 108.252 -98 -24 -39
b_quark 0 4.18 105.197 22 34 97 b_quark 0 4.18 173.518 69 -123 -101
b_quark 0 4.18 165.685 -52 131 87 b_quark 0 4.18 291.209 138 -221 -130
b_quark 0 4.18 159.017 142 -49 -52 b_quark 0 4.18 152.225 -129 67 45
b_quark 0 4.18 195.771 135 140 -22 b_quark 0 4.18 203.518 -176 -99 25
W+ 1 80.4 198.91 128 126 29 W- 1 80.4 267.86 -78 -224 -95
W+ 1 80.4 148.355 -59 -108 20 W- 1 80.4 226.615 87 189 -40
b_quark 0 4.18 204.808 51 -148 132 b_quark 0 4.18 310.553 -71 224 -203
b_quark 0 4.18 164.111 -75 97 109 b_quark 0 4.18 262.062 147 -95 -195
b_quark 0 4.18 175.176 19 -118 128 b_quark 0 4.18 164.519 -18 150 -65
b_quark 0 4.18 174.927 119 95 -86 b_quark 0 4.18 148.844 -134 -55 34
b_quark 0 4.18 180.982 -137 48 108 b_quark 0 4.18 207.662 81 -121 -148
b_quark 0 4.18 116.75 -14 104 51 b_quark 0 4.18 185.112 63 -138 -106
b_quark 0 4.18 102.213 -38 69 -65 b_quark 0 4.18 171.961 2 -118 125
W+ 1 80.4 169.367 147 -24 6 W- 1 80.4 235.6 -199 39 -89
b_quark 0 4.18 215.173 141 124 105 b_quark 0 4.18 171.824 -81 -128 -81
b_quark 0 4.18 186.728 115 -85 120 b_quark 0 4.18 232.32 -181 13 -145
b_quark 0 4.18 133.729 -28 111 69 b_quark 0 4.18 243.077 -66 -208 -107
b_quark 0 4.18 138.876 -17 64 -122 b_quark 0 4.18 222.543 -68 -28 210
b_quark 0 4.18 179.851 -96 -107 108 b_quark 0 4.18 277.012 110 153 -203
b_quark 0 4.18 175.535 -131 97 -65 b_quark 0 4.18 183.754 168 -68 30
W+ 1 80.4 208.457 -49 133 130 W- 1 80.4 268.453 39 -179 -179
b_quark 0 4.18 87.6269 -35 6 -80 b_quark 0 4.18 153.67 117 -38 92
b_quark 0 4.18 166.489 33 -124 106 b_quark 0 4.18 106.637 -8 33 -101
b_quark 0 4.18 188.145 -105 80 134 b_quark 0 4.18 210.531 159 -16 -137
b_quark 0 4.18 150.371 96 97 -63 b_quark 0 4.18 261.196 -183 -186 11
b_quark 0 4.18 183.977 -137 119 -30 b_quark 0 4.18 180.871 137 -118 2
b_quark 0 4.18 161.284 -83 125 -59 b_quark 0 4.18 212.994 72 -198 31
b_quark 0 4.18 158.182 82 -66 118 b_quark 0 4.18 203.378 -104 120 -127
b_quark 0 4.18 206.839 139 140 -62 b_quark 0 4.18 245.447 -85 -219 71
tau+ 0 1.78 174.457 -148 28 -88 tau- 0 1.78 132.349 68 -108 35
tau+ 0 1.78 145.716 -95 -109 18 tau- 0 1.78 256.32 184 160 -79
W+ 1 80.4 188.502 -38 120 115 W- 1 80.4 223.453 -35 -179 -101
b_quark 0 4.18 204.481 97 119 -135 b_quark 0 4.18 282.709 -153 -133 197
b_quark 0 4.18 154.034 116 -83 -58 b_quark 0 4.18 170.747 -132 97 48
b_quark 0 4.18 121.353 -47 -20 -110 b_quark 0 4.18 64.1597 -43 45 15
b_quark 0 4.18 143.581 119 79 -14 b_quark 0 4.18 240.789 -173 -153 68
b_quark 0 4.18 197.941 111 -129 101 b_quark 0 4.18 229.23 -44 207 -88
b_quark 0 4.18 82.3315 -56 -60 -5 b_quark 0 4.18 122.68 -22 118 25
W+ 1 80.4 151.08 -28 76 -99 W- 1 80.4 188.879 31 -65 155
b_quark 0 4.18 113.519 -87 -68 26 b_quark 0 4.18 190.301 151 -20 -114
b_quark 0 4.18 168.557 92 -141 7 b_quark 0 4.18 163.011 -35 123 -101
b_quark 0 4.18 145.642 89 -93 68 b_quark 0 4.18 164.653 -1 76 -146
b_quark 0 4.18 138.389 -65 -110 53 b_quark 0 4.18 95.6215 13 26 -91
W+ 1 80.4 215.532 143 -70 121 W- 1 80.4 230.005 -57 135 -158
b_quark 0 4.18 140.412 19 136 -29 b_quark 0 4.18 135.877 6 -128 45
b_quark 0 4.18 159.948 -146 61 23 b_quark 0 4.18 132.776 130 -6 26
b_quark 0 4.18 162.451 49 74 -136 b_quark 0 4.18 291.404 -135 -143 215
b_quark 0 4.18 77.1263 -37 -61 29 b_quark 0 4.18 126.864 -26 124 -5
Z 1 91.2 181.834 -48 -91 -119 Z 1 91.2 152.533 102 63 24
W+ 1 80.4 190.668 -89 -120 87 W- 1 80.4 259.313 173 131 -117
b_quark 0 4.18 115.028 -1 107 -42 b_quark 0 4.18 159.269 -47 -118 96
W+ 1 80.4 182.659 -94 80 -108 W- 1 80.4 251.233 125 -102 175
b_quark 0 4.18 168.471 112 125 -14 b_quark 0 4.18 191.928 -121 -133 -67
b_quark 0 4.18 234.432 147 134 -124 b_quark 0 4.18 255.232 -159 -161 118
b_quark 0 4.18 160.27 -82 -129 -48 b_quark 0 4.18 99.8523 55 68 48
b_quark 0 4.18 116.818 68 13 -94 b_quark 0 4.18 201.999 -59 -21 192
b_quark 0 4.18 146.241 34 -7 -142 b_quark 0 4.18 195.863 -102 65 154
b_quark 0 4.18 103.978 -23 8 -101 b_quark 0 4.18 206.086 123 10 165
b_quark 0 4.18 165.253 7 -71 -149 b_quark 0 4.18 90.3243 48 -19 74
tau+ 0 1.78 189.99 94 -109 -124 tau- 0 1.78 200.19 -130 113 102
b_quark 0 4.18 95.632 94 -16 -6 b_quark 0 4.18 170.545 -150 78 22
b_quark 0 4.18 160.688 -45 123 93 b_quark 0 4.18 150.238 -43 -73 -124
tau+ 0 1.78 74.6604 -49 53 19 tau- 0 1.78 153.731 10 -153 -11
b_quark 0 4.18 163.127 87 -68 -120 b_quark 0 4.18 224.117 -151 163 29
b_quark 0 4.18 166.101 -86 140 24 b_quark 0 4.18 229.315 -12 -218 70
W+ 1 80.4 182.19 113 -66 98 W- 1 80.4 214.993 -17 38 -195
b_quark 0 4.18 166.441 145 48 -66 b_quark 0 4.18 216.856 -150 22 155
b_quark 0 4.18 184.018 94 103 -120 b_quark 0 4.18 230.767 -156 -80 150
tau+ 0 1.78 207.324 100 108 -146 tau- 0 1.78 151.592 -60 -84 111
b_quark 0 4.18 161.829 63 71 -131 b_quark 0 4.18 84.59 -57 17 60
b_quark 0 4.18 99.6367 -15 42 -89 b_quark 0 4.18 137.657 -24 -134 20
b_quark 0 4.18 106.955 -82 -27 -63 b_quark 0 4.18 68.4067 29 -10 61
b_quark 0 4.18 181.911 -112 -9 -143 b_quark 0 4.18 224.068 107 18 196
b_quark 0 4.18 203.959 134 51 145 b_quark 0 4.18 254.327 -190 26 -167
W+ 1 80.4 205.441 134 -131 -25 W- 1 80.4 190.248 -137 31 100
b_quark 0 4.18 101.521 76 47 48 b_quark 0 4.18 188.458 -133 -133 -11
W+ 1 80.4 232.691 -127 104 144 W- 1 80.4 210.69 159 -78 -81
b_quark 0 4.18 179.119 149 99 -8 b_quark 0 4.18 278.33 -191 -188 -75
b_quark 0 4.18 160.56 -124 -75 69 b_quark 0 4.18 249.22 219 26 -116
b_quark 0 4.18 158.179 -93 -73 105 b_quark 0 4.18 230.914 2 122 -196
b_quark 0 4.18 159.256 134 75 42 b_quark 0 4.18 166.092 -88 -132 49
b_quark 0 4.18 166.657 93 118 72 b_quark 0 4.18 218.393 -142 -165 -17
tau+ 0 1.78 169.965 96 -30 -137 tau- 0 1.78 155.271 -25 -60 141
b_quark 0 4.18 220.632 -150 81 140 b_quark 0 4.18 104.535 66 -25 -77
b_quark 0 4.18 158.258 128 88 30 b_quark 0 4.18 210.539 -178 -9 -112
b_quark 0 4.18 145.861 37 17 140 b_quark 0 4.18 108.993 -6 -45 -99
b_quark 0 4.18 231.388 119 -131 149 b_quark 0 4.18 287.311 -185 71 -208
b_quark 0 4.18 192.35 -137 -16 134 b_quark 0 4.18 242.036 222 -64 -72
Z 1 91.2 179.185 -43 -130 71 Z 1 91.2 243.548 7 207 -90
b_quark 0 4.18 210.318 74 146 -132 b_quark 0 4.18 244.118 -4 -186 158
W+ 1 80.4 156.777 87 39 95 W- 1 80.4 114.22 -58 43 -37
W+ 1 80.4 183.922 -107 -83 95 W- 1 80.4 131.142 101 2 -23
tau+ 0 1.78 190.153 -137 -131 15 tau- 0 1.78 271.235 138 211 -100
b_quark 0 4.18 85.1967 54 -46 47 b_quark 0 4.18 153.178 -1 126 -87
b_quark 0 4.18 137.588 87 88 60 b_quark 0 4.18 144.147 -122 -66 -39
W+ 1 80.4 143.461 47 -72 82 W- 1 80.4 89.3261 25 29 -7
b_quark 0 4.18 182.922 53 95 147 b_quark 0 4.18 179.278 -69 -101 -131
b_quark 0 4.18 142.711 128 34 53 b_quark 0 4.18 224.021 -206 -84 26
b_quark 0 4.18 159.309 -16 109 -115 b_quark 0 4.18 36.0482 -7 -12 33
b_quark 0 4.18 189.229 -109 95 122 b_quark 0 4.18 194.791 55 -110 -151
b_quark 0 4.18 125.871 -119 -24 -33 b_quark 0 4.18 117.16 37 -44 102
b_quark 0 4.18 204.713 115 147 84 b_quark 0 4.18 116.467 -21 -109 -35
W+ 1 80.4 112.841 -4 -77 18 W- 1 80.4 141.157 94 68 -1
b_quark 0 4.18 186.125 -107 -150 26 b_quark 0 4.18 188.898 99 158 30
b_quark 0 4.18 129.701 25 122 -36 b_quark 0 4.18 203.756 -113 -167 -29
b_quark 0 4.18 165.041 -86 -113 -84 b_quark 0 4.18 262.356 90 197 148
b_quark 0 4.18 162.992 -132 70 65 b_quark 0 4.18 193.42 36 -157 -107
W+ 1 80.4 146.1 81 -56 72 W- 1 80.4 183.535 -148 66 -31
b_quark 0 4.18 201.053 -110 -144 87 b_quark 0 4.18 182.941 55 157 -76
W+ 1 80.4 171.666 -27 -80 -126 W- 1 80.4 192.565 -34 169 30
b_quark 0 4.18 91.1014 24 65 -59 b_quark 0 4.18 78.8256 -54 -24 52
tau+ 0 1.78 157.09 20 -93 -125 tau- 0 1.78 165.913 16 162 32
tau+ 0 1.78 128.861 -13 -128 -7 tau- 0 1.78 229.035 31 222 -47
b_quark 0 4.18 186.543 109 -108 106 b_quark 0 4.18 328.065 -206 178 -183
tau+ 0 1.78 173.575 -144 67 70 tau- 0 1.78 158.897 70 -32 -139
b_quark 0 4.18 138.194 50 -128 14 b_quark 0 4.18 153.135 -98 98 65
W+ 1 80.4 168.755 -121 -83 -22 W- 1 80.4 160.954 100 89 39
b_quark 0 4.18 205.746 -125 92 -135 b_quark 0 4.18 254.196 147 -83 190
b_quark 0 4.18 129.84 -34 113 -54 b_quark 0 4.18 90.3907 -66 -46 41
b_quark 0 4.18 150.551 -12 102 110 b_quark 0 4.18 200.516 30 -180 -83
b_quark 0 4.18 229.897 147 -95 -149 b_quark 0 4.18 204.847 -121 102 130
b_quark 0 4.18 151.972 146 -9 -41 b_quark 0 4.18 230.24 -217 60 -48
b_quark 0 4.18 156.628 -59 53 -135 b_quark 0 4.18 215.498 158 -127 73
b_quark 0 4.18 170.254 48 77 144 b_quark 0 4.18 205.824 -12 -51 -199
W+ 1 80.4 126.567 35 -77 -49 W- 1 80.4 162.139 -15 0 140
b_quark 0 4.18 59.9873 29 6 -52 b_quark 0 4.18 205.841 -99 -106 146
b_quark 0 4.18 148.032 74 -6 128 b_quark 0 4.18 91.6268 -60 17 -67
Z 1 91.2 158.264 125 -31 12 Z 1 91.2 237.326 -209 -58 -31
b_quark 0 4.18 121.731 -119 8 24 b_quark 0 4.18 127.607 44 -103 61
b_quark 0 4.18 156.312 -44 -104 108 b_quark 0 4.18 253.918 61 144 -200
b_quark 0 4.18 68.7348 -7 -43 -53 b_quark 0 4.18 175.407 85 50 145
b_quark 0 4.18 180.506 116 130 47 b_quark 0 4.18 195.209 -143 -126 -42
b_quark 0 4.18 125.585 69 -88 -57 b_quark 0 4.18 237.484 -110 180 109
b_quark 0 4.18 64.0271 -35 16 -51 b_quark 0 4.18 136.376 94 63 76
b_quark 0 4.18 159.438 125 -47 -87 b_quark 0 4.18 245.132 -184 70 146
b_quark 0 4.18 113.488 -1 -69 -90 b_quark 0 4.18 214.024 -98 29 188
b_quark 0 4.18 141.25 26 103 -93 b_quark 0 4.18 117.709 74 -89 21
b_quark 0 4.18 147.877 5 144 33 b_quark 0 4.18 133.291 -28 -102 -81
b_quark 0 4.18 201.59 150 -61 120 b_quark 0 4.18 144.494 -54 -28 -131
W+ 1 80.4 226.853 126 139 -99 W- 1 80.4 291.158 -178 -184 113
W+ 1 80.4 199.86 130 -14 128 W- 1 80.4 279.852 -178 -13 -200
b_quark 0 4.18 181.757 -104 -1 -149 b_quark 0 4.18 246.196 5 -39 243
Z 1 91.2 216.757 -148 -81 101 Z 1 91.2 216.692 81 -6 -179
b_quark 0 4.18 190.154 92 74 149 b_quark 0 4.18 213.709 -37 -158 -139
b_quark 0 4.18 133.894 -125 38 29 b_quark 0 4.18 221.645 174 -137 8
b_quark 0 4.18 168.886 21 -92 -140 b_quark 0 4.18 153.462 -14 144 51
b_quark 0 4.18 229.605 112 -134 149 b_quark 0 4.18 194.071 -39 170 -85
b_quark 0 4.18 78.1183 15 64 42 b_quark 0 4.18 93.3353 -61 22 -67
b_quark 0 4.18 112.883 -54 20 97 b_quark 0 4.18 232.234 147 41 -175
b_quark 0 4.18 210.88 118 -127 -120 b_quark 0 4.18 228.608 -72 68 206
tau+ 0 1.78 144.455 48 104 88 tau- 0 1.78 227.429 -96 -93 -184
b_quark 0 4.18 170.125 -53 -130 -96 b_quark 0 4.18 193.467 52 162 92
b_quark 0 4.18 157.259 -80 117 68 b_quark 0 4.18 145.954 -7 -106 -100
b_quark 0 4.18 138.735 -134 35 -7 b_quark 0 4.18 215.234 208 -38 40
b_quark 0 4.18 119.898 14 -79 89 b_quark 0 4.18 147.301 4 100 -108
b_quark 0 4.18 145.916 -108 -31 93 b_quark 0 4.18 182.747 15 77 -165
W+ 1 80.4 186.519 -28 150 71 W- 1 80.4 257.018 28 -241 -27
b_quark 0 4.18 207.669 -113 -144 -98 b_quark 0 4.18 218.592 164 113 90
tau+ 0 1.78 172.096 -21 137 -102 tau- 0 1.78 110.744 -20 -94 55
W+ 1 80.4 243.134 -129 -147 -120 W- 1 80.4 277.406 53 145 216
Z 1 91.2 198.432 -144 -101 11 Z 1 91.2 196.488 137 89 60
W+ 1 80.4 177.088 -80 120 64 W- 1 80.4 182.771 6 -164 3
W+ 1 80.4 144.617 -75 -40 -85 W- 1 80.4 214.255 1 92 176
b_quark 0 4.18 157.145 -142 47 -48 b_quark 0 4.18 196.562 191 17 -43
b_quark 0 4.18 116.273 19 90 71 b_quark 0 4.18 100.735 -93 -35 -16
Z 1 91.2 209.5 80 102 137 Z 1 91.2 286.865 -167 -191 -98
Z 1 91.2 202.75 23 -145 -106 Z 1 91.2 176.325 25 112 98
b_quark 0 4.18 121.768 -33 -100 61 b_quark 0 4.18 165.298 37 161 4
b_quark 0 4.18 154.54 -55 -98 -106 b_quark 0 4.18 198.102 61 125 141
b_quark 0 4.18 138.645 -94 -63 80 b_quark 0 4.18 127.179 -5 114 -56
b_quark 0 4.18 41.4906 -22 34 8 b_quark 0 4.18 110.17 106 20 22
b_quark 0 4.18 171.998 -71 -54 -147 b_quark 0 4.18 195.047 51 9 188
b_quark 0 4.18 175.278 118 70 -109 b_quark 0 4.18 261.37 -213 -32 148
W+ 1 80.4 145.29 95 74 12 W- 1 80.4 149.51 -120 20 33
W+ 1 80.4 202.045 69 86 149 W- 1 80.4 210.509 31 5 -192
b_quark 0 4.18 177.94 -134 45 108 b_quark 0 4.18 245.655 198 -31 -142
b_quark 0 4.18 119.111 99 -12 -65 b_quark 0 4.18 123.359 -60 40 100
b_quark 0 4.18 92.2576 -41 27 78 b_quark 0 4.18 114.715 50 29 -99
tau+ 0 1.78 132.152 82 -96 -39 tau- 0 1.78 168.241 -58 157 -17
b_quark 0 4.18 184.79 121 -105 -92 b_quark 0 4.18 103.24 -74 61 38
b_quark 0 4.18 199.646 150 130 -21 b_quark 0 4.18 260.36 -121 -227 -40
b_quark 0 4.18 99.5815 -51 -37 -77 b_quark 0 4.18 129.701 95 48 74
W+ 1 80.4 223.714 -136 112 -112 W- 1 80.4 256.172 230 -74 28
b_quark 0 4.18 180.993 -30 145 104 b_quark 0 4.18 205.264 -22 -204 -4
W+ 1 80.4 180.76 -99 125 28 W- 1 80.4 270.374 74 -221 -111
W+ 1 80.4 157.868 -43 47 120 W- 1 80.4 236.546 -31 -127 -180
b_quark 0 4.18 166.007 129 -36 98 b_quark 0 4.18 175.623 -165 60 1
b_quark 0 4.18 143.647 90 -14 -111 b_quark 0 4.18 45.094 -4 40 20
tau+ 0 1.78 207.907 -123 -102 -133 tau- 0 1.78 263.583 186 181 46
W+ 1 80.4 163.836 68 -123 25 W- 1 80.4 148.728 -102 64 -34
b_quark 0 4.18 50.1744 -24 30 32 b_quark 0 4.18 125.907 -45 -117 11
b_quark 0 4.18 204.077 -54 145 -133 b_quark 0 4.18 234.554 134 -141 131
b_quark 0 4.18 211.252 148 145 -41 b_quark 0 4.18 150.261 -76 -96 87
b_quark 0 4.18 186.222 -81 -98 -136 b_quark 0 4.18 175.078 7 169 45
W+ 1 80.4 173.819 -32 111 102 W- 1 80.4 90.7423 -19 -25 -28
b_quark 0 4.18 171.541 124 97 -68 b_quark 0 4.18 243.661 -212 -120 3
tau+ 0 1.78 194.995 48 -146 120 tau- 0 1.78 207.066 -142 103 -110
b_quark 0 4.18 94.739 -26 19 89 b_quark 0 4.18 145.707 80 -58 -107
tau+ 0 1.78 137.394 -127 -21 48 tau- 0 1.78 228.791 201 95 -54
b_quark 0 4.18 126.576 42 -116 28 b_quark 0 4.18 211.432 -102 171 -71
Z 1 91.2 111.222 58 -17 20 Z 1 91.2 119.526 -44 63 -8
b_quark 0 4.18 192.373 -130 49 133 b_quark 0 4.18 256.8 70 -102 -225
W+ 1 80.4 163.567 15 137 36 W- 1 80.4 262.498 -91 -212 -96
W+ 1 80.4 164.104 -39 129 -48 W- 1 80.4 136.829 -28 -107 5
b_quark 0 4.18 165.44 -108 -85 92 b_quark 0 4.18 205.257 88 12 -185
W+ 1 80.4 167.968 -134 52 33 W- 1 80.4 129.507 50 -88 -8
b_quark 0 4.18 91.1234 10 31 -85 b_quark 0 4.18 116.441 46 20 105
b_quark 0 4.18 120.915 -89 11 81 b_quark 0 4.18 192.56 183 18 -57
b_quark 0 4.18 139.347 -104 -78 -50 b_quark 0 4.18 157.459 154 -22 -24
W+ 1 80.4 192.653 -149 35 85 W- 1 80.4 227.357 191 39 -85
b_quark 0 4.18 163.87 -132 -96 -14 b_quark 0 4.18 201.14 164 110 -38
